station,valid,lon,lat,elevation,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
06C,2021-01-15 19:35,-88.1012,41.9893,243.48,32.20,30.20,92.23,0.00,0.00,0.00,29.58,null,10.00,null,SCT,BKN,null,null,2800.00,3700.00,null,null,null,null,null,null,null,null,null,null,K06C 160135Z AUTO 00000KT 10SM SCT028 BKN037 00/M01 A2958 RMK AO2 T00011010
06C,2021-01-15 19:55,-88.1012,41.9893,243.48,30.60,28.40,91.42,0.00,0.00,0.00,29.59,null,10.00,null,SCT,null,null,null,3900.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160155Z AUTO 00000KT 10SM SCT039 M01/M02 A2959 RMK AO2 T10081020
06C,2021-01-15 20:15,-88.1012,41.9893,243.48,30.40,28.40,92.16,0.00,0.00,0.00,29.58,null,10.00,null,SCT,null,null,null,3900.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160215Z AUTO 00000KT 10SM SCT039 M01/M02 A2958 RMK AO2 T10091020
06C,2021-01-15 20:35,-88.1012,41.9893,243.48,29.30,27.70,93.66,0.00,0.00,0.00,29.58,null,7.00,null,SCT,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160235Z AUTO 00000KT 7SM SCT015 M01/M02 A2958 RMK AO2 T10151024
06C,2021-01-15 20:55,-88.1012,41.9893,243.48,28.90,27.70,95.20,0.00,0.00,0.00,29.58,null,7.00,null,SCT,null,null,null,1600.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160255Z AUTO 00000KT 7SM SCT016 M02/M02 A2958 RMK AO2 T10171024
06C,2021-01-15 21:15,-88.1012,41.9893,243.48,28.90,27.50,94.42,0.00,0.00,0.00,29.58,null,7.00,null,BKN,null,null,null,2200.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160315Z AUTO 00000KT 7SM BKN022 M02/M02 A2958 RMK AO2 T10171025
06C,2021-01-15 21:35,-88.1012,41.9893,243.48,28.80,27.50,94.81,0.00,0.00,0.00,29.58,null,5.00,null,SCT,null,null,null,2400.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160335Z AUTO 00000KT 5SM SCT024 M02/M02 A2958 RMK AO2 T10181025
06C,2021-01-15 21:55,-88.1012,41.9893,243.48,28.40,27.30,95.58,0.00,0.00,0.00,29.58,null,5.00,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,K06C 160355Z AUTO 00000KT 5SM CLR M02/M03 A2958 RMK AO2 T10201026
06C,2021-01-15 22:15,-88.1012,41.9893,243.48,28.20,27.10,95.58,0.00,0.00,0.00,29.58,null,5.00,null,BKN,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160415Z AUTO 00000KT 5SM BKN075 M02/M03 A2958 RMK AO2 T10211027
06C,2021-01-15 22:35,-88.1012,41.9893,243.48,28.00,27.00,95.97,0.00,0.00,0.00,29.58,null,7.00,null,SCT,null,null,null,7500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160435Z AUTO 00000KT 7SM SCT075 M02/M03 A2958 RMK AO2 T10221028
06C,2021-01-15 22:55,-88.1012,41.9893,243.48,28.00,27.00,95.97,0.00,0.00,0.00,29.58,null,7.00,null,SCT,BKN,null,null,700.00,7500.00,null,null,null,null,null,null,null,null,null,null,K06C 160455Z AUTO 00000KT 7SM SCT007 BKN075 M02/M03 A2958 RMK AO2 T10221028
06C,2021-01-15 23:15,-88.1012,41.9893,243.48,27.50,26.40,95.56,0.00,0.00,0.00,29.58,null,7.00,null,SCT,BKN,null,null,700.00,7500.00,null,null,null,null,null,null,null,null,null,null,K06C 160515Z AUTO 00000KT 7SM SCT007 BKN075 M02/M03 A2958 RMK AO2 T10251031
06C,2021-01-15 23:35,-88.1012,41.9893,243.48,28.40,27.50,96.37,0.00,0.00,0.00,29.58,null,7.00,null,BKN,OVC,null,null,500.00,7500.00,null,null,null,null,null,null,null,null,null,null,K06C 160535Z AUTO 00000KT 7SM BKN005 OVC075 M02/M02 A2958 RMK AO2 T10201025
06C,2021-01-15 23:55,-88.1012,41.9893,243.48,29.30,28.40,96.39,0.00,0.00,0.00,29.57,null,4.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160555Z AUTO 00000KT 4SM OVC003 M01/M02 A2957 RMK AO2 T10151020 10007 21025 400211025
06C,2021-01-16 00:15,-88.1012,41.9893,243.48,29.80,28.80,96.00,0.00,0.00,0.00,29.57,null,1.25,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160615Z AUTO 00000KT 1 1/4SM OVC003 M01/M02 A2957 RMK AO2 T10121018
06C,2021-01-16 00:35,-88.1012,41.9893,243.48,30.00,29.10,96.40,0.00,0.00,0.00,29.56,null,2.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160635Z AUTO 00000KT 2SM OVC003 M01/M02 A2956 RMK AO2 T10111016
06C,2021-01-16 00:55,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.56,null,1.75,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160655Z AUTO 00000KT 1 3/4SM OVC003 M01/M01 A2956 RMK AO2 T10101015
06C,2021-01-16 01:15,-88.1012,41.9893,243.48,30.20,29.30,96.40,0.00,0.00,0.00,29.56,null,2.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,null,K06C 160715Z AUTO 00000KT 2SM OVC003 M01/M01 A2956 RMK AO2 T10101015
06C,2021-01-16 01:35,-88.1012,41.9893,243.48,30.20,29.30,96.40,240.00,3.00,0.00,29.56,null,3.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,26.63,K06C 160735Z AUTO 24003KT 3SM OVC003 M01/M01 A2956 RMK AO2 T10101015
06C,2021-01-16 01:55,-88.1012,41.9893,243.48,30.20,29.30,96.40,240.00,3.00,0.00,29.57,null,3.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,26.63,K06C 160755Z AUTO 24003KT 3SM OVC003 M01/M01 A2957 RMK AO2 T10101015
06C,2021-01-16 02:15,-88.1012,41.9893,243.48,30.20,29.30,96.40,230.00,4.00,0.00,29.56,null,2.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,25.32,K06C 160815Z AUTO 23004KT 2 1/2SM OVC003 M01/M01 A2956 RMK AO2 T10101015
06C,2021-01-16 02:35,-88.1012,41.9893,243.48,30.60,29.70,96.41,230.00,3.00,0.00,29.56,null,2.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,27.09,K06C 160835Z AUTO 23003KT 2SM OVC003 M01/M01 A2956 RMK AO2 T10081013
06C,2021-01-16 02:55,-88.1012,41.9893,243.48,30.60,29.70,96.41,230.00,4.00,0.00,29.55,null,1.50,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,25.79,K06C 160855Z AUTO 23004KT 1 1/2SM OVC003 M01/M01 A2955 RMK AO2 T10081013
06C,2021-01-16 03:15,-88.1012,41.9893,243.48,30.60,29.70,96.41,230.00,3.00,0.01,29.55,null,2.00,null,OVC,null,null,null,300.00,null,null,null,null,null,null,null,null,null,null,27.09,K06C 160915Z AUTO 23003KT 2SM OVC003 M01/M01 A2955 RMK AO2 P0001 T10081013
06C,2021-01-16 03:35,-88.1012,41.9893,243.48,30.70,29.70,96.02,230.00,5.00,0.01,29.55,null,1.75,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,24.85,K06C 160935Z AUTO 23005KT 1 3/4SM OVC005 M01/M01 A2955 RMK AO2 P0001 T10071013
06C,2021-01-16 03:55,-88.1012,41.9893,243.48,30.70,29.80,96.41,230.00,4.00,0.02,29.54,null,1.25,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,25.90,K06C 160955Z AUTO 23004KT 1 1/4SM OVC005 M01/M01 A2954 RMK AO2 P0002 T10071012
06C,2021-01-16 04:15,-88.1012,41.9893,243.48,30.70,29.80,96.41,240.00,3.00,0.00,29.54,null,2.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,27.20,K06C 161015Z AUTO 24003KT 2SM OVC005 M01/M01 A2954 RMK AO2 T10071012
06C,2021-01-16 04:35,-88.1012,41.9893,243.48,30.70,29.80,96.41,240.00,3.00,0.01,29.54,null,1.75,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,27.20,K06C 161035Z AUTO 24003KT 1 3/4SM OVC005 M01/M01 A2954 RMK AO2 P0001 T10071012
06C,2021-01-16 04:55,-88.1012,41.9893,243.48,30.70,29.80,96.41,230.00,4.00,0.01,29.54,null,3.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,25.90,K06C 161055Z AUTO 23004KT 3SM OVC005 M01/M01 A2954 RMK AO2 P0001 T10071012
06C,2021-01-16 05:15,-88.1012,41.9893,243.48,31.10,30.00,95.63,250.00,3.00,0.00,29.54,null,1.75,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,27.66,K06C 161115Z AUTO 25003KT 1 3/4SM OVC005 00/M01 A2954 RMK AO2 T10051011
06C,2021-01-16 05:35,-88.1012,41.9893,243.48,31.10,30.20,96.42,250.00,3.00,0.00,29.54,null,1.75,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,27.66,K06C 161135Z AUTO 25003KT 1 3/4SM OVC005 00/M01 A2954 RMK AO2 T10051010
06C,2021-01-16 05:55,-88.1012,41.9893,243.48,31.60,30.70,96.42,0.00,0.00,0.00,29.54,null,2.50,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 161155Z AUTO 00000KT 2 1/2SM OVC005 00/M01 A2954 RMK AO2 60003 70005 T10021007 11002 21015
06C,2021-01-16 06:15,-88.1012,41.9893,243.48,32.00,31.10,96.43,0.00,0.00,0.01,29.55,null,3.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,null,K06C 161215Z AUTO 00000KT 3SM OVC005 00/00 A2955 RMK AO2 P0001 T00001005
06C,2021-01-16 06:35,-88.1012,41.9893,243.48,32.20,31.80,98.40,300.00,3.00,0.01,29.55,null,4.00,null,OVC,null,null,null,500.00,null,null,null,null,null,null,null,null,null,null,28.92,K06C 161235Z AUTO 30003KT 4SM OVC005 00/00 A2955 RMK AO2 P0001 T00011001
06C,2021-01-16 06:55,-88.1012,41.9893,243.48,32.70,32.00,97.22,0.00,0.00,0.01,29.55,null,4.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 161255Z AUTO 00000KT 4SM OVC007 00/00 A2955 RMK AO2 P0001 T00040000
06C,2021-01-16 07:15,-88.1012,41.9893,243.48,32.90,32.00,96.44,320.00,6.00,0.00,29.56,null,7.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,26.61,K06C 161315Z AUTO 32006KT 7SM OVC007 01/00 A2956 RMK AO2 T00050000
06C,2021-01-16 07:35,-88.1012,41.9893,243.48,32.90,32.00,96.44,320.00,5.00,0.00,29.56,null,5.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,27.46,K06C 161335Z AUTO 32005KT 5SM OVC007 01/00 A2956 RMK AO2 T00050000
06C,2021-01-16 07:55,-88.1012,41.9893,243.48,32.90,32.00,96.44,330.00,4.00,0.00,29.56,null,5.00,null,OVC,null,null,null,700.00,null,null,null,null,null,null,null,null,null,null,28.47,K06C 161355Z AUTO 33004KT 5SM OVC007 01/00 A2956 RMK AO2 T00050000
06C,2021-01-16 08:15,-88.1012,41.9893,243.48,33.10,32.00,95.67,320.00,5.00,0.00,29.57,null,7.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,27.70,K06C 161415Z AUTO 32005KT 7SM OVC009 01/00 A2957 RMK AO2 T00060000
06C,2021-01-16 08:35,-88.1012,41.9893,243.48,33.30,32.00,94.91,320.00,5.00,0.00,29.58,null,4.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,27.94,K06C 161435Z AUTO 32005KT 4SM OVC009 01/00 A2958 RMK AO2 T00070000
06C,2021-01-16 08:55,-88.1012,41.9893,243.48,33.40,32.20,95.29,320.00,5.00,0.00,29.58,null,5.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,28.06,K06C 161455Z AUTO 32005KT 5SM OVC009 01/00 A2958 RMK AO2 60001 T00080001
06C,2021-01-16 09:15,-88.1012,41.9893,243.48,33.80,32.20,93.78,330.00,5.00,0.00,29.59,null,7.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,28.53,K06C 161515Z AUTO 33005KT 7SM OVC009 01/00 A2959 RMK AO2 T00100001
06C,2021-01-16 09:35,-88.1012,41.9893,243.48,33.80,32.20,93.78,330.00,4.00,0.00,29.59,null,7.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,29.52,K06C 161535Z AUTO 33004KT 7SM OVC009 01/00 A2959 RMK AO2 T00100001
06C,2021-01-16 09:55,-88.1012,41.9893,243.48,34.20,32.20,92.29,340.00,4.00,0.00,29.59,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,29.99,K06C 161555Z AUTO 34004KT 10SM OVC009 01/00 A2959 RMK AO2 T00120001
06C,2021-01-16 10:15,-88.1012,41.9893,243.48,34.70,32.50,91.57,330.00,4.00,0.00,29.59,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,30.57,K06C 161615Z AUTO 33004KT 10SM OVC009 02/00 A2959 RMK AO2 T00150003
06C,2021-01-16 10:35,-88.1012,41.9893,243.48,35.10,32.40,89.76,330.00,6.00,0.00,29.60,null,10.00,null,OVC,null,null,null,900.00,null,null,null,null,null,null,null,null,null,null,29.26,K06C 161635Z AUTO 33006KT 10SM OVC009 02/00 A2960 RMK AO2 T00170002
06C,2021-01-16 10:55,-88.1012,41.9893,243.48,35.40,32.20,87.99,330.00,8.00,0.00,29.60,null,10.00,null,OVC,null,null,null,1100.00,null,null,null,null,null,null,null,null,null,null,28.30,K06C 161655Z AUTO 33008KT 10SM OVC011 02/00 A2960 RMK AO2 T00190001
06C,2021-01-16 11:15,-88.1012,41.9893,243.48,35.40,32.00,87.28,330.00,7.00,0.00,29.60,null,10.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,28.92,K06C 161715Z AUTO 33007KT 10SM OVC013 02/00 A2960 RMK AO2 T00190000
06C,2021-01-16 11:35,-88.1012,41.9893,243.48,35.60,31.80,85.90,320.00,9.00,0.00,29.61,null,10.00,14.00,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,27.99,K06C 161735Z AUTO 32009G14KT 10SM OVC013 02/00 A2961 RMK AO2 T00201001
06C,2021-01-16 11:55,-88.1012,41.9893,243.48,35.60,31.80,85.90,320.00,7.00,0.00,29.60,null,10.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,29.17,K06C 161755Z AUTO 32007KT 10SM OVC013 02/00 A2960 RMK AO2 60001 T00201001 10020 21002
06C,2021-01-16 12:15,-88.1012,41.9893,243.48,36.00,32.00,85.23,320.00,6.00,0.00,29.60,null,10.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,30.35,K06C 161815Z AUTO 32006KT 10SM OVC013 02/00 A2960 RMK AO2 T00220000
06C,2021-01-16 12:35,-88.1012,41.9893,243.48,36.10,32.00,84.89,330.00,6.00,0.00,29.60,null,10.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,30.47,K06C 161835Z AUTO 33006KT 10SM OVC013 02/00 A2960 RMK AO2 T00230000
06C,2021-01-16 12:55,-88.1012,41.9893,243.48,36.00,31.80,84.55,320.00,7.00,0.00,29.60,null,10.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,29.65,K06C 161855Z AUTO 32007KT 10SM OVC013 02/00 A2960 RMK AO2 T00221001
06C,2021-01-16 13:15,-88.1012,41.9893,243.48,36.00,31.50,83.53,320.00,6.00,0.00,29.60,null,10.00,null,OVC,null,null,null,1300.00,null,null,null,null,null,null,null,null,null,null,30.35,K06C 161915Z AUTO 32006KT 10SM OVC013 02/00 A2960 RMK AO2 T00221003
06C,2021-01-16 13:35,-88.1012,41.9893,243.48,36.00,31.10,82.19,320.00,4.00,0.00,29.61,null,10.00,null,OVC,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,32.09,K06C 161935Z AUTO 32004KT 10SM OVC015 02/00 A2961 RMK AO2 T00221005
06C,2021-01-16 13:55,-88.1012,41.9893,243.48,36.00,31.10,82.19,310.00,7.00,0.00,29.62,null,10.00,null,OVC,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,29.65,K06C 161955Z AUTO 31007KT 10SM OVC015 02/00 A2962 RMK AO2 T00221005
06C,2021-01-16 14:15,-88.1012,41.9893,243.48,35.60,31.10,83.50,320.00,4.00,0.00,29.62,null,10.00,14.00,OVC,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,31.62,K06C 162015Z AUTO 32004G14KT 10SM OVC015 02/00 A2962 RMK AO2 T00201005
06C,2021-01-16 14:35,-88.1012,41.9893,243.48,35.60,30.70,82.16,310.00,7.00,0.00,29.63,null,10.00,null,OVC,null,null,null,1700.00,null,null,null,null,null,null,null,null,null,null,29.17,K06C 162035Z AUTO 31007KT 10SM OVC017 02/M01 A2963 RMK AO2 T00201007
06C,2021-01-16 14:55,-88.1012,41.9893,243.48,35.60,31.10,83.50,310.00,4.00,0.00,29.64,null,10.00,null,OVC,null,null,null,1500.00,null,null,null,null,null,null,null,null,null,null,31.62,K06C 162055Z AUTO 31004KT 10SM OVC015 02/00 A2964 RMK AO2 T00201005
06C,2021-01-16 15:15,-88.1012,41.9893,243.48,35.60,30.90,82.83,310.00,7.00,0.00,29.65,null,10.00,null,BKN,BKN,OVC,null,1800.00,2600.00,3100.00,null,null,null,null,null,null,null,null,29.17,K06C 162115Z AUTO 31007KT 10SM BKN018 BKN026 OVC031 02/M01 A2965 RMK AO2 T00201006
06C,2021-01-16 15:35,-88.1012,41.9893,243.48,35.60,31.10,83.50,300.00,5.00,0.00,29.66,null,10.00,null,BKN,BKN,OVC,null,1900.00,2400.00,3000.00,null,null,null,null,null,null,null,null,30.67,K06C 162135Z AUTO 30005KT 10SM BKN019 BKN024 OVC030 02/00 A2966 RMK AO2 T00201005
06C,2021-01-16 15:55,-88.1012,41.9893,243.48,35.60,30.90,82.83,300.00,5.00,0.00,29.66,null,10.00,null,OVC,null,null,null,1900.00,null,null,null,null,null,null,null,null,null,null,30.67,K06C 162155Z AUTO 30005KT 10SM OVC019 02/M01 A2966 RMK AO2 T00201006
06C,2021-01-16 16:15,-88.1012,41.9893,243.48,35.60,30.90,82.83,310.00,6.00,0.00,29.67,null,10.00,null,OVC,null,null,null,1700.00,null,null,null,null,null,null,null,null,null,null,29.87,K06C 162215Z AUTO 31006KT 10SM OVC017 02/M01 A2967 RMK AO2 T00201006
06C,2021-01-16 16:35,-88.1012,41.9893,243.48,35.20,31.10,84.84,300.00,3.00,0.00,29.68,null,10.00,null,BKN,OVC,null,null,1700.00,2200.00,null,null,null,null,null,null,null,null,null,32.35,K06C 162235Z AUTO 30003KT 10SM BKN017 OVC022 02/00 A2968 RMK AO2 T00181005
06C,2021-01-16 16:55,-88.1012,41.9893,243.48,35.10,31.10,85.18,310.00,5.00,0.00,29.69,null,10.00,null,SCT,BKN,OVC,null,1700.00,2100.00,5000.00,null,null,null,null,null,null,null,null,30.08,K06C 162255Z AUTO 31005KT 10SM SCT017 BKN021 OVC050 02/00 A2969 RMK AO2 T00171005
06C,2021-01-16 17:15,-88.1012,41.9893,243.48,34.90,30.90,85.16,300.00,3.00,0.00,29.69,null,10.00,null,SCT,SCT,OVC,null,1500.00,2000.00,4800.00,null,null,null,null,null,null,null,null,32.00,K06C 162315Z AUTO 30003KT 10SM SCT015 SCT020 OVC048 02/M01 A2969 RMK AO2 T00161006
06C,2021-01-16 17:35,-88.1012,41.9893,243.48,34.70,30.90,85.84,300.00,3.00,0.00,29.69,null,10.00,null,BKN,BKN,OVC,null,1800.00,2600.00,4800.00,null,null,null,null,null,null,null,null,31.78,K06C 162335Z AUTO 30003KT 10SM BKN018 BKN026 OVC048 02/M01 A2969 RMK AO2 T00151006
06C,2021-01-16 17:55,-88.1012,41.9893,243.48,34.90,30.70,84.48,300.00,6.00,0.00,29.69,null,10.00,null,BKN,BKN,OVC,null,1600.00,2100.00,4100.00,null,null,null,null,null,null,null,null,29.02,K06C 162355Z AUTO 30006KT 10SM BKN016 BKN021 OVC041 02/M01 A2969 RMK AO2 T00161007 10023 20015
06C,2021-01-16 18:15,-88.1012,41.9893,243.48,34.70,30.70,85.15,300.00,4.00,0.00,29.69,null,10.00,null,SCT,BKN,OVC,null,1600.00,2900.00,4100.00,null,null,null,null,null,null,null,null,30.57,K06C 170015Z AUTO 30004KT 10SM SCT016 BKN029 OVC041 02/M01 A2969 RMK AO2 T00151007
06C,2021-01-16 18:35,-88.1012,41.9893,243.48,34.70,30.70,85.15,0.00,0.00,0.00,29.69,null,10.00,null,SCT,OVC,null,null,2000.00,2600.00,null,null,null,null,null,null,null,null,null,null,K06C 170035Z AUTO 00000KT 10SM SCT020 OVC026 02/M01 A2969 RMK AO2 T00151007
06C,2021-01-16 18:55,-88.1012,41.9893,243.48,34.30,30.70,86.52,300.00,3.00,0.00,29.69,null,10.00,null,SCT,SCT,OVC,null,2000.00,2800.00,5000.00,null,null,null,null,null,null,null,null,31.32,K06C 170055Z AUTO 30003KT 10SM SCT020 SCT028 OVC050 01/M01 A2969 RMK AO2 T00131007
06C,2021-01-16 19:15,-88.1012,41.9893,243.48,34.30,30.40,85.47,0.00,0.00,0.00,29.69,null,10.00,null,OVC,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,null,K06C 170115Z AUTO 00000KT 10SM OVC050 01/M01 A2969 RMK AO2 T00131009
06C,2021-01-16 19:35,-88.1012,41.9893,243.48,34.00,30.70,87.56,0.00,0.00,0.00,29.69,null,10.00,null,OVC,null,null,null,5000.00,null,null,null,null,null,null,null,null,null,null,null,K06C 170135Z AUTO 00000KT 10SM OVC050 01/M01 A2969 RMK AO2 T00111007
06C,2021-01-16 19:55,-88.1012,41.9893,243.48,33.80,30.90,88.98,0.00,0.00,0.00,29.69,null,10.00,null,SCT,OVC,null,null,1600.00,4800.00,null,null,null,null,null,null,null,null,null,null,K06C 170155Z AUTO 00000KT 10SM SCT016 OVC048 01/M01 A2969 RMK AO2 T00101006
06C,2021-01-16 20:15,-88.1012,41.9893,243.48,33.80,30.90,88.98,290.00,3.00,0.00,29.69,null,10.00,null,SCT,OVC,null,null,1600.00,4600.00,null,null,null,null,null,null,null,null,null,30.75,K06C 170215Z AUTO 29003KT 10SM SCT016 OVC046 01/M01 A2969 RMK AO2 T00101006
06C,2021-01-16 20:35,-88.1012,41.9893,243.48,33.80,30.70,88.26,300.00,4.00,0.00,29.69,null,10.00,null,OVC,null,null,null,4600.00,null,null,null,null,null,null,null,null,null,null,29.52,K06C 170235Z AUTO 30004KT 10SM OVC046 01/M01 A2969 RMK AO2 T00101007
06C,2021-01-16 20:55,-88.1012,41.9893,243.48,33.80,30.60,87.91,300.00,3.00,0.00,29.69,null,10.00,null,BKN,OVC,null,null,3700.00,4300.00,null,null,null,null,null,null,null,null,null,30.75,K06C 170255Z AUTO 30003KT 10SM BKN037 OVC043 01/M01 A2969 RMK AO2 T00101008
06C,2021-01-16 21:15,-88.1012,41.9893,243.48,33.80,30.20,86.49,0.00,0.00,0.00,29.70,null,10.00,null,OVC,null,null,null,3700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 170315Z AUTO 00000KT 10SM OVC037 01/M01 A2970 RMK AO2 T00101010
06C,2021-01-16 21:35,-88.1012,41.9893,243.48,33.80,30.20,86.49,280.00,4.00,0.00,29.70,null,10.00,null,SCT,OVC,null,null,3700.00,4700.00,null,null,null,null,null,null,null,null,null,29.52,K06C 170335Z AUTO 28004KT 10SM SCT037 OVC047 01/M01 A2970 RMK AO2 T00101010
06C,2021-01-16 21:55,-88.1012,41.9893,243.48,33.30,30.20,88.24,0.00,0.00,0.00,29.69,null,10.00,null,OVC,null,null,null,4700.00,null,null,null,null,null,null,null,null,null,null,null,K06C 170355Z AUTO 00000KT 10SM OVC047 01/M01 A2969 RMK AO2 T00071010
06C,2021-01-16 22:15,-88.1012,41.9893,243.48,33.10,30.20,88.95,0.00,0.00,0.00,29.69,null,10.00,null,SCT,SCT,OVC,null,1800.00,3000.00,4500.00,null,null,null,null,null,null,null,null,null,K06C 170415Z AUTO 00000KT 10SM SCT018 SCT030 OVC045 01/M01 A2969 RMK AO2 T00061010
06C,2021-01-16 22:35,-88.1012,41.9893,243.48,33.10,30.20,88.95,0.00,0.00,0.00,29.69,null,10.00,null,SCT,SCT,OVC,null,1800.00,3000.00,4900.00,null,null,null,null,null,null,null,null,null,K06C 170435Z AUTO 00000KT 10SM SCT018 SCT030 OVC049 01/M01 A2969 RMK AO2 T00061010
06C,2021-01-16 22:55,-88.1012,41.9893,243.48,32.90,30.20,89.67,0.00,0.00,0.00,29.70,null,10.00,null,SCT,BKN,OVC,null,2000.00,3200.00,4900.00,null,null,null,null,null,null,null,null,null,K06C 170455Z AUTO 00000KT 10SM SCT020 BKN032 OVC049 01/M01 A2970 RMK AO2 T00051010
06C,2021-01-16 23:15,-88.1012,41.9893,243.48,32.90,30.40,90.40,0.00,0.00,0.00,29.69,null,10.00,null,BKN,BKN,OVC,null,1000.00,1900.00,4900.00,null,null,null,null,null,null,null,null,null,K06C 170515Z AUTO 00000KT 10SM BKN010 BKN019 OVC049 01/M01 A2969 RMK AO2 T00051009
06C,2021-01-16 23:35,-88.1012,41.9893,243.48,32.90,30.70,91.51,0.00,0.00,0.00,29.69,null,10.00,null,BKN,BKN,OVC,null,1000.00,1700.00,2600.00,null,null,null,null,null,null,null,null,null,K06C 170535Z AUTO 00000KT 10SM BKN010 BKN017 OVC026 01/M01 A2969 RMK AO2 T00051007
06C,2021-01-16 23:55,-88.1012,41.9893,243.48,32.90,30.90,92.25,0.00,0.00,0.00,29.69,null,10.00,null,SCT,BKN,OVC,null,800.00,1300.00,4500.00,null,null,null,null,null,null,null,null,null,K06C 170555Z AUTO 00000KT 10SM SCT008 BKN013 OVC045 01/M01 A2969 RMK AO2 T00051006 10015 20005 400231015
06C,2021-01-17 00:15,-88.1012,41.9893,243.48,32.50,30.90,93.74,0.00,0.00,0.00,29.69,null,10.00,null,BKN,BKN,OVC,null,800.00,1300.00,4900.00,null,null,null,null,null,null,null,null,null,K06C 170615Z AUTO 00000KT 10SM BKN008 BKN013 OVC049 00/M01 A2969 RMK AO2 T00031006
